completion_time,task_id,start_time,process_time,num_operations
5,1,2,3,3
8,0,0,8,3
10,3,6,4,3
10,2,4,6,3
16,6,12,4,3
18,4,8,10,3
21,8,16,5,3
22,7,14,8,3
25,9,18,7,3
31,5,10,21,3
32,14,28,4,3
33,11,22,11,3
35,15,30,5,3
39,12,24,15,3
40,16,32,8,3
43,18,36,7,3
46,13,26,20,3
48,17,34,14,3
53,21,42,11,3
53,20,40,13,3
54,10,20,34,3
55,24,48,7,3
57,22,44,13,3
57,19,38,19,3
59,23,46,13,3
60,28,56,4,3
61,26,52,9,3
64,29,58,6,3
65,25,50,15,3
77,33,66,11,3
79,30,60,19,3
80,31,62,18,3
82,35,70,12,3
83,37,74,9,3
85,27,54,31,3
87,39,78,9,3
88,34,68,20,3
94,44,88,6,3
94,41,82,12,3
95,46,92,3,3
97,36,72,25,3
97,43,86,11,3
99,38,76,23,3
101,42,84,17,3
101,49,98,3,3
103,40,80,23,3
104,47,94,10,3
110,50,100,10,3
112,32,64,48,3
112,53,106,6,3
116,52,104,12,3
122,54,108,14,3
122,57,114,8,3
123,48,96,27,3
125,55,110,15,3
129,60,120,9,3
130,45,90,40,3
131,59,118,13,3
136,58,116,20,3
137,51,102,35,3
