completion_time,task_id,start_time,process_time,num_operations
8,0,0,8,3
13,1,2,11,3
14,2,4,10,3
15,3,6,9,3
19,6,12,7,3
19,5,10,9,3
20,4,8,12,3
22,8,16,6,3
22,7,14,8,3
27,9,18,9,3
30,10,20,10,3
34,14,28,6,3
35,11,22,13,3
37,15,30,7,3
39,17,34,5,3
42,19,38,4,3
46,16,32,14,3
46,12,24,22,3
48,13,26,22,3
49,20,40,9,3
50,22,44,6,3
51,21,42,9,3
55,24,48,7,3
64,27,54,10,3
64,25,50,14,3
66,23,46,20,3
69,28,56,13,3
69,31,62,7,3
70,26,52,18,3
73,34,68,5,3
73,32,64,9,3
74,30,60,14,3
74,35,70,4,3
80,36,72,8,3
81,37,74,7,3
82,33,66,16,3
85,38,76,9,3
89,40,80,9,3
91,39,78,13,3
91,29,58,33,3
93,41,82,11,3
93,42,84,9,3
94,44,88,6,3
99,43,86,13,3
99,18,36,63,3
106,49,98,8,3
110,47,94,16,3
110,48,96,14,3
112,45,90,22,3
112,50,100,12,3
114,53,106,8,3
114,52,104,10,3
114,46,92,22,3
118,55,110,8,3
118,54,108,10,3
122,57,114,8,3
123,51,102,21,3
124,58,116,8,3
126,56,112,14,3
127,61,122,5,3
127,60,120,7,3
136,59,118,18,3
