completion_time,task_id,start_time,process_time,num_operations
7,4,4,3,3
8,0,0,8,3
10,2,2,8,3
12,1,1,11,3
13,3,3,10,3
18,9,9,9,3
20,5,5,15,3
24,7,7,17,3
25,11,11,14,3
29,8,8,21,3
35,25,25,10,3
36,24,24,12,3
43,12,12,31,3
43,13,13,30,3
45,17,17,28,3
47,22,22,25,3
47,27,27,20,3
48,21,21,27,3
48,19,19,29,3
50,18,18,32,3
50,23,23,27,3
55,16,16,39,3
55,33,33,22,3
56,10,10,46,3
58,6,6,52,3
58,15,15,43,3
60,20,20,40,3
70,37,37,33,3
71,32,32,39,3
74,40,40,34,3
74,36,36,38,3
75,34,34,41,3
76,35,35,41,3
77,50,50,27,3
78,28,28,50,3
78,52,52,26,3
81,29,29,52,3
86,41,41,45,3
94,30,30,64,3
95,38,38,57,3
98,48,48,50,3
104,57,57,47,3
104,80,80,24,3
105,56,56,49,3
106,26,26,80,3
107,73,73,34,3
109,44,44,65,3
111,43,43,68,3
113,49,49,64,3
113,77,77,36,3
116,45,45,71,3
123,58,58,65,3
124,59,59,65,3
126,47,47,79,3
128,14,14,114,3
132,72,72,60,3
133,51,51,82,3
133,118,118,15,3
137,42,42,95,3
138,82,82,56,3
