completion_time,task_id,start_time,process_time,num_operations
8,2,4,4,3
10,1,2,8,3
15,0,0,15,3
18,5,10,8,3
24,6,12,12,3
26,7,14,12,3
26,10,20,6,3
28,4,8,20,3
31,11,22,9,3
34,12,24,10,3
36,8,16,20,3
41,3,6,35,3
42,15,30,12,3
42,14,28,14,3
43,9,18,25,3
45,13,26,19,3
48,16,32,16,3
53,23,46,7,3
54,20,40,14,3
55,22,44,11,3
57,17,34,23,3
58,19,38,20,3
58,26,52,6,3
58,18,36,22,3
59,21,42,17,3
63,24,48,15,3
64,29,58,6,3
65,25,50,15,3
70,27,54,16,3
71,30,60,11,3
74,32,64,10,3
77,28,56,21,3
77,35,70,7,3
79,34,68,11,3
80,37,74,6,3
81,31,62,19,3
87,33,66,21,3
88,39,78,10,3
89,40,80,9,3
93,41,82,11,3
93,42,84,9,3
98,44,88,10,3
102,45,90,12,3
106,49,98,8,3
106,36,72,34,3
108,46,92,16,3
111,43,86,25,3
117,48,96,21,3
121,51,102,19,3
122,55,110,12,3
130,53,106,24,3
132,54,108,24,3
135,56,112,23,3
137,52,104,33,3
