completion_time,task_id,start_time,process_time,num_operations
14,1,2,12,3
15,0,0,15,3
17,3,6,11,3
21,7,14,7,3
22,2,4,18,3
25,8,16,9,3
26,5,10,16,3
28,6,12,16,3
32,12,24,8,3
36,4,8,28,3
37,9,18,19,3
40,13,26,14,3
42,15,30,12,3
43,11,22,21,3
44,16,32,12,3
45,14,28,17,3
47,19,38,9,3
47,17,34,13,3
51,21,42,9,3
52,20,40,12,3
55,10,20,35,3
58,22,44,14,3
59,23,46,13,3
64,27,54,10,3
64,29,58,6,3
64,18,36,28,3
65,24,48,17,3
66,25,50,16,3
70,28,56,14,3
71,31,62,9,3
75,32,64,11,3
78,30,60,18,3
79,36,72,7,3
81,34,68,13,3
82,33,66,16,3
85,38,76,9,3
88,26,52,36,3
95,37,74,21,3
96,46,92,4,3
97,40,80,17,3
99,39,78,21,3
100,42,84,16,3
100,35,70,30,3
104,41,82,22,3
105,44,88,17,3
106,47,94,12,3
107,48,96,11,3
109,43,86,23,3
110,49,98,12,3
111,50,100,11,3
112,45,90,22,3
114,52,104,10,3
116,51,102,14,3
121,53,106,15,3
123,54,108,15,3
128,56,112,16,3
128,58,116,12,3
129,55,110,19,3
132,59,118,14,3
134,61,122,12,3
136,63,126,10,3
137,62,124,13,3
