completion_time,task_id,start_time,process_time,num_operations
6,0,0,6,3
10,1,2,8,3
15,3,6,9,3
18,2,4,14,3
22,5,10,12,3
26,9,18,8,3
31,4,8,23,3
34,11,22,12,3
34,8,16,18,3
35,13,26,9,3
35,7,14,21,3
37,6,12,25,3
39,10,20,19,3
48,12,24,24,3
51,17,34,17,3
53,19,38,15,3
58,20,40,18,3
58,18,36,22,3
64,24,48,16,3
64,14,28,36,3
65,28,56,9,3
67,23,46,21,3
70,26,52,18,3
74,25,50,24,3
76,16,32,44,3
78,15,30,48,3
85,21,42,43,3
87,27,54,33,3
88,36,72,16,3
90,22,44,46,3
93,39,78,15,3
93,32,64,29,3
94,30,60,34,3
102,29,58,44,3
103,34,68,35,3
107,46,92,15,3
109,38,76,33,3
110,48,96,14,3
111,49,98,13,3
112,31,62,50,3
113,33,66,47,3
113,41,82,31,3
116,45,90,26,3
125,51,102,23,3
127,35,70,57,3
128,52,104,24,3
132,59,118,14,3
133,56,112,21,3
135,42,84,51,3
136,57,114,22,3
