completion_time,task_id,start_time,process_time,num_operations
10,0,0,10,3
11,2,4,7,3
16,1,2,14,3
20,4,8,12,3
25,5,10,15,3
28,7,14,14,3
29,6,12,17,3
36,9,18,18,3
37,8,16,21,3
44,3,6,38,3
45,12,24,21,3
49,17,34,15,3
50,19,38,12,3
50,10,20,30,3
51,13,26,25,3
52,14,28,24,3
53,11,22,31,3
54,16,32,22,3
57,20,40,17,3
64,25,50,14,3
67,24,48,19,3
73,22,44,29,3
74,35,70,4,3
75,18,36,39,3
77,26,52,25,3
77,28,56,21,3
84,23,46,38,3
85,27,54,31,3
88,41,82,6,3
89,15,30,59,3
90,31,62,28,3
91,29,58,33,3
91,32,64,27,3
91,33,66,25,3
96,46,92,4,3
99,38,76,23,3
102,39,78,24,3
106,37,74,32,3
109,43,86,23,3
111,40,80,31,3
111,36,72,39,3
126,52,104,22,3
140,55,110,30,3
