completion_time,task_id,start_time,process_time,num_operations
9,0,0,9,3
12,3,6,6,3
17,5,10,7,3
17,1,2,15,3
18,4,8,10,3
19,6,12,7,3
22,2,4,18,3
26,10,20,6,3
29,8,16,13,3
36,9,18,18,3
38,13,26,12,3
43,14,28,15,3
49,20,40,9,3
56,24,48,8,3
57,11,22,35,3
58,19,38,20,3
62,25,50,12,3
62,22,44,18,3
64,7,14,50,3
67,15,30,37,3
68,28,56,12,3
71,18,36,35,3
71,21,42,29,3
74,17,34,40,3
77,23,46,31,3
78,27,54,24,3
78,29,58,20,3
80,31,62,18,3
81,16,32,49,3
82,33,66,16,3
88,37,74,14,3
88,34,68,20,3
88,12,24,64,3
89,38,76,13,3
99,32,64,35,3
102,43,86,16,3
106,39,78,28,3
106,42,84,22,3
106,36,72,34,3
109,40,80,29,3
110,49,98,12,3
111,47,94,17,3
115,41,82,33,3
117,48,96,21,3
121,51,102,19,3
122,26,52,70,3
124,44,88,36,3
127,54,108,19,3
129,57,114,15,3
133,55,110,23,3
133,58,116,17,3
133,59,118,15,3
134,46,92,42,3
136,63,126,10,3
139,35,70,69,3
140,52,104,36,3
