completion_time,task_id,start_time,process_time,num_operations
4,0,0,4,3
8,2,4,4,3
12,3,6,6,3
23,1,2,21,3
25,10,20,5,3
27,8,16,11,3
29,5,10,19,3
32,6,12,20,3
33,12,24,9,3
34,13,26,8,3
37,11,22,15,3
38,4,8,30,3
40,14,28,12,3
48,15,30,18,3
50,20,40,10,3
53,19,38,15,3
54,21,42,12,3
56,16,32,24,3
57,18,36,21,3
60,17,34,26,3
60,25,50,10,3
63,24,48,15,3
66,27,54,12,3
66,29,58,8,3
68,9,18,50,3
70,7,14,56,3
70,22,44,26,3
72,23,46,26,3
73,26,52,21,3
74,28,56,18,3
75,32,64,11,3
75,31,62,13,3
82,36,72,10,3
83,35,70,13,3
88,33,66,22,3
89,38,76,13,3
89,30,60,29,3
90,39,78,12,3
94,37,74,20,3
94,44,88,6,3
96,42,84,12,3
102,45,90,12,3
103,47,94,9,3
104,43,86,18,3
105,46,92,13,3
110,51,102,8,3
112,50,100,12,3
116,52,104,12,3
118,41,82,36,3
120,34,68,52,3
124,56,112,12,3
125,57,114,11,3
128,55,110,18,3
131,54,108,23,3
132,48,96,36,3
135,58,116,19,3
137,59,118,19,3
138,49,98,40,3
139,40,80,59,3
