completion_time,task_id,start_time,process_time,num_operations
5,0,0,5,3
11,2,2,9,3
13,1,1,12,3
13,6,6,7,3
15,5,5,10,3
17,7,7,10,3
18,9,9,9,3
23,10,10,13,3
23,14,14,9,3
24,8,8,16,3
25,4,4,21,3
27,3,3,24,3
27,11,11,16,3
29,18,18,11,3
32,12,12,20,3
35,13,13,22,3
38,20,20,18,3
40,23,23,17,3
40,16,16,24,3
42,19,19,23,3
44,27,27,17,3
44,30,30,14,3
48,25,25,23,3
49,24,24,25,3
50,35,35,15,3
52,40,40,12,3
56,34,34,22,3
58,39,39,19,3
59,22,22,37,3
61,28,28,33,3
62,46,46,16,3
63,17,17,46,3
65,26,26,39,3
65,37,37,28,3
68,15,15,53,3
70,29,29,41,3
71,41,41,30,3
72,51,51,21,3
75,42,42,33,3
78,32,32,46,3
80,59,59,21,3
82,65,65,17,3
84,52,52,32,3
86,47,47,39,3
87,60,60,27,3
90,43,43,47,3
90,44,44,46,3
91,66,66,25,3
92,36,36,56,3
92,31,31,61,3
95,58,58,37,3
98,45,45,53,3
102,69,69,33,3
104,63,63,41,3
105,61,61,44,3
105,55,55,50,3
108,38,38,70,3
112,68,68,44,3
113,53,53,60,3
113,79,79,34,3
115,91,91,24,3
117,75,75,42,3
120,57,57,63,3
122,33,33,89,3
124,49,49,75,3
126,100,100,26,3
127,89,89,38,3
128,67,67,61,3
132,64,64,68,3
132,93,93,39,3
132,73,73,59,3
134,94,94,40,3
138,85,85,53,3
