completion_time,task_id,start_time,process_time,num_operations
8,3,3,5,3
9,0,0,9,3
9,1,1,8,3
10,2,2,8,3
11,4,4,7,3
13,8,8,5,3
16,7,7,9,3
18,12,12,6,3
20,5,5,15,3
22,10,10,12,3
28,9,9,19,3
28,15,15,13,3
33,18,18,15,3
34,13,13,21,3
36,20,20,16,3
38,6,6,32,3
38,19,19,19,3
40,16,16,24,3
47,21,21,26,3
48,25,25,23,3
49,22,22,27,3
52,27,27,25,3
55,31,31,24,3
55,28,28,27,3
56,24,24,32,3
57,48,48,9,3
58,38,38,20,3
59,35,35,24,3
60,11,11,49,3
60,23,23,37,3
61,44,44,17,3
63,17,17,46,3
64,52,52,12,3
65,47,47,18,3
67,36,36,31,3
67,49,49,18,3
67,14,14,53,3
68,34,34,34,3
68,53,53,15,3
70,26,26,44,3
73,39,39,34,3
73,61,61,12,3
74,43,43,31,3
78,46,46,32,3
78,41,41,37,3
81,50,50,31,3
82,64,64,18,3
83,57,57,26,3
84,33,33,51,3
87,30,30,57,3
87,66,66,21,3
88,58,58,30,3
90,60,60,30,3
90,77,77,13,3
91,62,62,29,3
93,56,56,37,3
95,51,51,44,3
97,59,59,38,3
97,82,82,15,3
99,86,86,13,3
101,67,67,34,3
105,72,72,33,3
107,68,68,39,3
109,65,65,44,3
114,74,74,40,3
115,73,73,42,3
116,96,96,20,3
119,100,100,19,3
119,99,99,20,3
120,81,81,39,3
120,54,54,66,3
121,63,63,58,3
121,109,109,12,3
121,94,94,27,3
122,55,55,67,3
124,76,76,48,3
124,37,37,87,3
128,112,112,16,3
131,93,93,38,3
131,95,95,36,3
132,75,75,57,3
136,110,110,26,3
139,111,111,28,3
140,113,113,27,3
