completion_time,task_id,start_time,process_time,num_operations
9,0,0,9,3
11,3,3,8,3
12,2,2,10,3
12,5,5,7,3
17,7,7,10,3
18,4,4,14,3
19,9,9,10,3
20,8,8,12,3
20,11,11,9,3
22,6,6,16,3
25,13,13,12,3
26,15,15,11,3
26,1,1,25,3
26,10,10,16,3
27,12,12,15,3
29,16,16,13,3
32,18,18,14,3
35,27,27,8,3
38,20,20,18,3
46,23,23,23,3
48,37,37,11,3
49,28,28,21,3
50,19,19,31,3
51,25,25,26,3
54,33,33,21,3
56,38,38,18,3
56,24,24,32,3
57,14,14,43,3
62,26,26,36,3
62,30,30,32,3
64,42,42,22,3
65,46,46,19,3
67,44,44,23,3
67,17,17,50,3
67,40,40,27,3
70,34,34,36,3
71,39,39,32,3
72,31,31,41,3
73,49,49,24,3
76,53,53,23,3
77,62,62,15,3
77,36,36,41,3
82,35,35,47,3
84,55,55,29,3
84,22,22,62,3
86,67,67,19,3
86,50,50,36,3
87,43,43,44,3
87,56,56,31,3
87,54,54,33,3
88,45,45,43,3
89,74,74,15,3
89,61,61,28,3
90,41,41,49,3
90,48,48,42,3
94,29,29,65,3
96,72,72,24,3
97,58,58,39,3
98,32,32,66,3
99,47,47,52,3
104,60,60,44,3
108,51,51,57,3
109,75,75,34,3
111,65,65,46,3
113,77,77,36,3
114,59,59,55,3
115,100,100,15,3
118,83,83,35,3
120,52,52,68,3
121,57,57,64,3
124,107,107,17,3
126,104,104,22,3
126,68,68,58,3
127,108,108,19,3
129,101,101,28,3
129,95,95,34,3
131,63,63,68,3
132,109,109,23,3
134,88,88,46,3
134,79,79,55,3
136,86,86,50,3
137,21,21,116,3
138,87,87,51,3
138,98,98,40,3
